ham	&lt;#&gt; is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas &lt;#&gt; Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj			
ham	One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -			
ham	I didn't get the second half of that message			
ham	Wat time do u wan 2 meet me later?			
ham	I thank you so much for all you do with selflessness. I love you plenty.			
ham	Am in film ill call you later.			
ham	How dare you change my ring			
ham	You are a very very very very bad girl. Or lady.			
ham	I love ya too but try and budget your money better babe. Gary would freak on me if he knew			
ham	What part of \don't initiate\" don't you understand"			
ham	I finished my lunch already. U wake up already?			
ham	You still at the game?			
ham	You have got tallent but you are wasting.			
ham	What is your record for one night? :)			
ham	Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.			
ham	gonna let me know cos comes bak from holiday that day. is coming. Don't4get2text me number.			
ham	Jokin only lar... :-) depends on which phone my father can get lor...			
ham	Aight, lemme know what's up			
ham	Get ready for &lt;#&gt; inches of pleasure...			
ham	Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.			
ham	;-) ok. I feel like john lennon.			
ham	Cos darren say Ì_ considering mah so i ask Ì_...			
ham	You are not bothering me but you have to trust my answers. Pls.			
ham	Wishing you and your family Merry \X\" mas and HAPPY NEW Year in advance.."			
ham	One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..			
ham	Aight what time you want me to come up?			
ham	Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?			
ham	Your bill at 3 is å£33.65 so thats not bad!			
ham	Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs			
ham	Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?			
ham	So how's the weather over there?			
ham	Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!			
ham	Die... Now i have e toot fringe again...			
ham	Lol they don't know about my awesome phone. I could click delete right now if I want.			
ham	Ok			
ham	Awesome question with a cute answer: Someone asked a boy \how is ur life?\" . . He smiled &amp; answered: . . \"She is fine!\" Gudnite"			
ham	Please leave this topic..sorry for telling that..			
ham	Pls send me the correct name da.			
ham	What happened to our yo date?			
spam	EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+			
ham	Webpage s not available!			
ham	Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/			
spam	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.			
ham	Dear all, as we know &lt;#&gt; th is the &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details			
ham	K..k...from tomorrow onwards started ah?			
ham	What u talking bout early morning? It's almost noon where your at!			
ham	Fine. Do you remember me.			
spam	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603			
ham	Ok. How many should i buy.			
ham	Sounds good, keep me posted			
spam	Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.			
ham	Ok. So april. Cant wait			
ham	Boy you best get yo ass out here quick			
ham	Ay wana meet on sat?Ì_ wkg on sat?			
ham	I'm now but have to wait till 2 for the bus to pick me.			
ham	Apart from the one i told you about yesterday?			
ham	Ok lor... But buy wat?			
ham	Somebody should go to andros and steal ice			
ham	Don know. I did't msg him recently.			
ham	Take us out shopping and Mark will distract Isaiah.=D			
ham	Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola			
ham	There is no sense in my foot and penis.			
ham	Okay but i thought you were the expert			
ham	*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?			
ham	S.s:)i thinl role is like sachin.just standing. Others have to hit.			
ham	Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola			
ham	And very importantly, all we discuss is between u and i only.			
ham	K..k:)how about your training process?			
ham	Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?			
ham	In da car park			
ham	I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...			
ham	So i asked how's anthony. Dad. And your bf			
ham	'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).			
ham	What Today-sunday..sunday is holiday..so no work..			
ham	Am going to take bath ill place the key in window:-)			
spam	LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts			
ham	Dear, take care. I am just reaching home.love u a lot.			
ham	staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323			
ham	Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...			
ham	Olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement. Hopefully they dont ignore that.			
ham	We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;			
ham	Yo, you at jp and hungry like a mofo?			
ham	This is all just creepy and crazy to me.			
ham	Ok... I din get ur msg...			
ham	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas			
ham	Pathaya enketa maraikara pa'			
ham	Even if he my friend he is a priest call him now			
ham	U so lousy, run already come back then half dead... Hee...			
ham	That's y i said it's bad dat all e gals know u... Wat u doing now?			
ham	Or remind me in a few hrs.			
ham	I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.			
ham	Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks			
ham	Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?			
ham	Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.			
spam	Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412			
ham	Short But Cute : \ Be a good person	but dont try to prove\" ..... Gud mrng..."		
ham	Just haven't decided where yet eh ?			
ham	Wat time liao, where still got.			
ham	Yes watching footie but worried we're going to blow it - Phil Neville?			
ham	I wait 4 Ì_ inside da car park...			
ham	Uncle Abbey! Happy New Year. Abiola			
ham	Now am free call me pa.			
ham	R u saying i should re order the slippers cos i had to pay for returning it.			
ham	Stop knowing me so well!			
ham	Good evening! this is roger. How are you?			
ham	Small problem in auction:)punj now asking tiwary			
spam	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+			
ham	He telling not to tell any one. If so treat for me hi hi hi			
ham	My uncles in Atlanta. Wish you guys a great semester.			
spam	1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+			
ham	U coming 2 pick me?			
ham	Thats cool. i liked your photos. You are very sexy!			
ham	would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked			
ham	Haha better late than ever, any way I could swing by?			
ham	Ok. But i finish at 6.			
spam	LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.			
ham	I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!			
ham	So no messages. Had food?			
ham	Ok going to sleep. Hope i can meet her.			
ham	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!			
ham	Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks			
ham	You're right I have now that I think about it			
ham	Wat r u doing now?			
ham	Is ur lecture over?			
spam	sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP			
ham	Customer place i will call you			
ham	Not planned yet :)going to join company on jan 5 only.don know what will happen after that.			
ham	Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)			
ham	Haha I heard that, text me when you're around			
ham	I.ll get there tomorrow and send it to you			
ham	\SHIT BABE.. THASA BIT MESSED UP.YEH	SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY	ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""	
ham	Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night			
ham	\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""			
ham	Sorry, in meeting I'll call you later			
ham	Yo! Howz u? girls never rang after india. L			
ham	Yeah but which is worse for i			
spam	Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX			
ham	I tagged MY friends that you seemed to count as YOUR friends.			
spam	Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx			
ham	Ok...			
ham	Long time. You remember me today.			
ham	Havent shopping now lor i juz arrive only			
ham	Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE			
ham	Are you up for the challenge? I know i am :)			
ham	How much did ur hdd casing cost.			
ham	Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie			
ham	I can't describe how lucky you are that I'm actually awake by noon			
spam	This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm			
ham	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD			
ham	Cheers for the card ... Is it that time of year already?			
spam	HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k			
ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL			
ham	Ugh hopefully the asus ppl dont randomly do a reformat.			
ham	Haven't seen my facebook, huh? Lol!			
